username,review,rating,date,likes,sentiment,language,case_folding,cleaning,token,stopword,stemming,processed_text
Bambang Eka Putra,its helping to work,5,2024-07-18 13:59:06,0,positif,en,its helping to work,its helping to work,"['its', 'helping', 'to', 'work']","['helping', 'work']","['help', 'work']",help work
salim unord,Best of freelancer apps,5,2024-07-16 14:49:11,0,positif,en,best of freelancer apps,best of freelancer apps,"['best', 'of', 'freelancer', 'apps']","['best', 'freelancer', 'apps']","['best', 'freelanc', 'app']",best freelanc app
Millatul Ulya,Jelek banget GK suka cara masuknya susah huekkkk,1,2024-07-11 12:02:39,0,negatif,id,jelek banget gk suka cara masuknya susah huekkkk,jelek banget gk suka cara masuknya susah huekkkk,"['jelek', 'banget', 'gk', 'suka', 'cara', 'masuknya', 'susah', 'huekkkk']","['jelek', 'banget', 'gk', 'suka', 'masuknya', 'susah', 'huekkkk']","['jelek', 'banget', 'gk', 'suka', 'masuk', 'susah', 'huekkkk']",jelek banget gk suka masuk susah huekkkk
Wahyu Ramadan,Too expensive for honestly applying jobs now. Better look for some other platform.,1,2024-07-07 04:32:44,0,negatif,en,too expensive for honestly applying jobs now. better look for some other platform.,too expensive for honestly applying jobs now better look for some other platform,"['too', 'expensive', 'for', 'honestly', 'applying', 'jobs', 'now', 'better', 'look', 'for', 'some', 'other', 'platform']","['expensive', 'honestly', 'applying', 'jobs', 'better', 'look', 'platform']","['expens', 'honestli', 'appli', 'job', 'better', 'look', 'platform']",expens honestli appli job better look platform
Johanna Merlinawati,I dont know how to contact the cs / asking for support. I have update my payment and unable to connect. Please give a clear email address of the support / customer services.,3,2024-06-20 00:22:37,0,netral,en,i dont know how to contact the cs / asking for support. i have update my payment and unable to connect. please give a clear email address of the support / customer services.,i dont know how to contact the cs  asking for support i have update my payment and unable to connect please give a clear email address of the support  customer services,"['i', 'dont', 'know', 'how', 'to', 'contact', 'the', 'cs', 'asking', 'for', 'support', 'i', 'have', 'update', 'my', 'payment', 'and', 'unable', 'to', 'connect', 'please', 'give', 'a', 'clear', 'email', 'address', 'of', 'the', 'support', 'customer', 'services']","['dont', 'know', 'contact', 'cs', 'asking', 'support', 'update', 'payment', 'unable', 'connect', 'please', 'give', 'clear', 'email', 'address', 'support', 'customer', 'services']","['dont', 'know', 'contact', 'cs', 'ask', 'support', 'updat', 'payment', 'unabl', 'connect', 'pleas', 'give', 'clear', 'email', 'address', 'support', 'custom', 'servic']",dont know contact cs ask support updat payment unabl connect pleas give clear email address support custom servic
hariati atiek,User friendly..no complaint so faf,5,2024-06-19 14:10:51,0,positif,en,user friendly..no complaint so faf,user friendlyno complaint so faf,"['user', 'friendlyno', 'complaint', 'so', 'faf']","['user', 'friendlyno', 'complaint', 'faf']","['user', 'friendlyno', 'complaint', 'faf']",user friendlyno complaint faf
sita sudiman,"Saya msh baru dan msh Dalam tahap belajar, sejauh ini bgs",5,2024-06-10 08:14:55,0,positif,id,"saya msh baru dan msh dalam tahap belajar, sejauh ini bgs",saya msh baru dan msh dalam tahap belajar sejauh ini bgs,"['saya', 'msh', 'baru', 'dan', 'msh', 'dalam', 'tahap', 'belajar', 'sejauh', 'ini', 'bgs']","['msh', 'msh', 'tahap', 'belajar', 'bgs']","['msh', 'msh', 'tahap', 'ajar', 'bgs']",msh msh tahap ajar bgs
Fitriani Halimah (Ima),Good apps,5,2024-06-09 18:14:25,0,positif,en,good apps,good apps,"['good', 'apps']","['good', 'apps']","['good', 'app']",good app
Agung Saputra,Sekarang banyak sekali clinet yang tidak membayar,4,2024-06-07 02:31:29,0,positif,id,sekarang banyak sekali clinet yang tidak membayar,sekarang banyak sekali clinet yang tidak membayar,"['sekarang', 'banyak', 'sekali', 'clinet', 'yang', 'tidak', 'membayar']","['clinet', 'membayar']","['clinet', 'bayar']",clinet bayar
Ummu Aisha,The best!. It's not too difficult to get a job here if we follow the instructions to maximize our profile so that it's easier to get the first job,5,2024-06-04 09:41:51,0,positif,en,the best!. it's not too difficult to get a job here if we follow the instructions to maximize our profile so that it's easier to get the first job,the best its not too difficult to get a job here if we follow the instructions to maximize our profile so that its easier to get the first job,"['the', 'best', 'its', 'not', 'too', 'difficult', 'to', 'get', 'a', 'job', 'here', 'if', 'we', 'follow', 'the', 'instructions', 'to', 'maximize', 'our', 'profile', 'so', 'that', 'its', 'easier', 'to', 'get', 'the', 'first', 'job']","['best', 'difficult', 'get', 'job', 'follow', 'instructions', 'maximize', 'profile', 'easier', 'get', 'first', 'job']","['best', 'difficult', 'get', 'job', 'follow', 'instruct', 'maxim', 'profil', 'easier', 'get', 'first', 'job']",best difficult get job follow instruct maxim profil easier get first job
AquraFamily Vlog,"mudah""an lancar",5,2024-05-31 06:42:00,0,positif,id,"mudah""an lancar",mudahan lancar,"['mudahan', 'lancar']","['mudahan', 'lancar']","['mudah', 'lancar']",mudah lancar
Ratna Tyas,"Great apps, help to find job and feel secure... Thanks 😊",5,2024-05-29 02:38:07,0,positif,en,"great apps, help to find job and feel secure... thanks 😊",great apps help to find job and feel secure thanks,"['great', 'apps', 'help', 'to', 'find', 'job', 'and', 'feel', 'secure', 'thanks']","['great', 'apps', 'help', 'find', 'job', 'feel', 'secure', 'thanks']","['great', 'app', 'help', 'find', 'job', 'feel', 'secur', 'thank']",great app help find job feel secur thank
Ohliz s,"mau aply kerja ngak bisa musti berbayar dan ada kodenya, ngak tahu kode dapat dari mana",3,2024-05-22 11:06:21,0,netral,id,"mau aply kerja ngak bisa musti berbayar dan ada kodenya, ngak tahu kode dapat dari mana",mau aply kerja ngak bisa musti berbayar dan ada kodenya ngak tahu kode dapat dari mana,"['mau', 'aply', 'kerja', 'ngak', 'bisa', 'musti', 'berbayar', 'dan', 'ada', 'kodenya', 'ngak', 'tahu', 'kode', 'dapat', 'dari', 'mana']","['aply', 'kerja', 'ngak', 'musti', 'berbayar', 'kodenya', 'ngak', 'kode']","['aply', 'kerja', 'ngak', 'musti', 'bayar', 'kode', 'ngak', 'kode']",aply kerja ngak musti bayar kode ngak kode
Dessy Ariani,This is good application,5,2024-05-21 05:45:35,0,positif,en,this is good application,this is good application,"['this', 'is', 'good', 'application']","['good', 'application']","['good', 'applic']",good applic
Handy Yamakawa,The best place to find freelance work to date.,5,2024-05-20 10:58:58,0,positif,en,the best place to find freelance work to date.,the best place to find freelance work to date,"['the', 'best', 'place', 'to', 'find', 'freelance', 'work', 'to', 'date']","['best', 'place', 'find', 'freelance', 'work', 'date']","['best', 'place', 'find', 'freelanc', 'work', 'date']",best place find freelanc work date
Dea Putri,"Halah, aplikasi apaan, gw kagak bisa Masuk, mana Bahasa inggris smua lagi",1,2024-05-20 05:19:33,7,negatif,id,"halah, aplikasi apaan, gw kagak bisa masuk, mana bahasa inggris smua lagi",halah aplikasi apaan gw kagak bisa masuk mana bahasa inggris smua lagi,"['halah', 'aplikasi', 'apaan', 'gw', 'kagak', 'bisa', 'masuk', 'mana', 'bahasa', 'inggris', 'smua', 'lagi']","['halah', 'aplikasi', 'gw', 'kagak', 'masuk', 'bahasa', 'inggris', 'smua']","['halah', 'aplikasi', 'gw', 'kagak', 'masuk', 'bahasa', 'inggris', 'smua']",halah aplikasi gw kagak masuk bahasa inggris smua
rangga kanha,Connecting so high price. Free for us,1,2024-05-14 18:40:41,0,negatif,en,connecting so high price. free for us,connecting so high price free for us,"['connecting', 'so', 'high', 'price', 'free', 'for', 'us']","['connecting', 'high', 'price', 'free', 'us']","['connect', 'high', 'price', 'free', 'us']",connect high price free us
Michael Jeremay,"the upwork apps is very helpful for the freelancer , but there's issue when we face a 5 security period before receive to ours upwork balance , thats not fair because we try very hard to find a real job in upwork between a lot of scammer job , so that we spend a lot of time find a real job , doing job , and more lot of time for waiting the security period..... thats frustrating cycle for continue , please take care more attention to freelancer don't busy make regulation from comfy of the client",2,2024-05-08 03:40:03,4,negatif,en,"the upwork apps is very helpful for the freelancer , but there's issue when we face a 5 security period before receive to ours upwork balance , thats not fair because we try very hard to find a real job in upwork between a lot of scammer job , so that we spend a lot of time find a real job , doing job , and more lot of time for waiting the security period..... thats frustrating cycle for continue , please take care more attention to freelancer don't busy make regulation from comfy of the client",the upwork apps is very helpful for the freelancer  but theres issue when we face a  security period before receive to ours upwork balance  thats not fair because we try very hard to find a real job in upwork between a lot of scammer job  so that we spend a lot of time find a real job  doing job  and more lot of time for waiting the security period thats frustrating cycle for continue  please take care more attention to freelancer dont busy make regulation from comfy of the client,"['the', 'upwork', 'apps', 'is', 'very', 'helpful', 'for', 'the', 'freelancer', 'but', 'theres', 'issue', 'when', 'we', 'face', 'a', 'security', 'period', 'before', 'receive', 'to', 'ours', 'upwork', 'balance', 'thats', 'not', 'fair', 'because', 'we', 'try', 'very', 'hard', 'to', 'find', 'a', 'real', 'job', 'in', 'upwork', 'between', 'a', 'lot', 'of', 'scammer', 'job', 'so', 'that', 'we', 'spend', 'a', 'lot', 'of', 'time', 'find', 'a', 'real', 'job', 'doing', 'job', 'and', 'more', 'lot', 'of', 'time', 'for', 'waiting', 'the', 'security', 'period', 'thats', 'frustrating', 'cycle', 'for', 'continue', 'please', 'take', 'care', 'more', 'attention', 'to', 'freelancer', 'dont', 'busy', 'make', 'regulation', 'from', 'comfy', 'of', 'the', 'client']","['upwork', 'apps', 'helpful', 'freelancer', 'theres', 'issue', 'face', 'security', 'period', 'receive', 'upwork', 'balance', 'thats', 'fair', 'try', 'hard', 'find', 'real', 'job', 'upwork', 'lot', 'scammer', 'job', 'spend', 'lot', 'time', 'find', 'real', 'job', 'job', 'lot', 'time', 'waiting', 'security', 'period', 'thats', 'frustrating', 'cycle', 'continue', 'please', 'take', 'care', 'attention', 'freelancer', 'dont', 'busy', 'make', 'regulation', 'comfy', 'client']","['upwork', 'app', 'help', 'freelanc', 'there', 'issu', 'face', 'secur', 'period', 'receiv', 'upwork', 'balanc', 'that', 'fair', 'tri', 'hard', 'find', 'real', 'job', 'upwork', 'lot', 'scammer', 'job', 'spend', 'lot', 'time', 'find', 'real', 'job', 'job', 'lot', 'time', 'wait', 'secur', 'period', 'that', 'frustrat', 'cycl', 'continu', 'pleas', 'take', 'care', 'attent', 'freelanc', 'dont', 'busi', 'make', 'regul', 'comfi', 'client']",upwork app help freelanc there issu face secur period receiv upwork balanc that fair tri hard find real job upwork lot scammer job spend lot time find real job job lot time wait secur period that frustrat cycl continu pleas take care attent freelanc dont busi make regul comfi client
Sanako Chikanatsu,Terima kasih,5,2024-05-06 04:02:46,0,positif,id,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih
Dicky Melehoy,Apk ini sangat bagus buat kalian selamat mencoba 😁,5,2024-05-02 11:47:51,0,positif,id,apk ini sangat bagus buat kalian selamat mencoba 😁,apk ini sangat bagus buat kalian selamat mencoba,"['apk', 'ini', 'sangat', 'bagus', 'buat', 'kalian', 'selamat', 'mencoba']","['apk', 'bagus', 'selamat', 'mencoba']","['apk', 'bagus', 'selamat', 'coba']",apk bagus selamat coba
Me Ai,Sangat membantu dalam mencari pekerjaan yang terverifikasi,5,2024-05-02 01:55:31,0,positif,id,sangat membantu dalam mencari pekerjaan yang terverifikasi,sangat membantu dalam mencari pekerjaan yang terverifikasi,"['sangat', 'membantu', 'dalam', 'mencari', 'pekerjaan', 'yang', 'terverifikasi']","['membantu', 'mencari', 'pekerjaan', 'terverifikasi']","['bantu', 'cari', 'kerja', 'verifikasi']",bantu cari kerja verifikasi
Muhammad Ubaidilah,Good apps,5,2024-05-01 13:24:24,0,positif,en,good apps,good apps,"['good', 'apps']","['good', 'apps']","['good', 'app']",good app
Luluil Maknun,"Alhamdulillah, Allah kenal kan aku dengan upwork ❤️",5,2024-04-26 11:29:09,2,positif,id,"alhamdulillah, allah kenal kan aku dengan upwork ❤️",alhamdulillah allah kenal kan aku dengan upwork,"['alhamdulillah', 'allah', 'kenal', 'kan', 'aku', 'dengan', 'upwork']","['alhamdulillah', 'allah', 'kenal', 'upwork']","['alhamdulillah', 'allah', 'kenal', 'upwork']",alhamdulillah allah kenal upwork
mogan rafli,"My suggestion is that if you get a job on archived connect, just return it because I intend to look for work",5,2024-04-23 02:35:19,0,positif,en,"my suggestion is that if you get a job on archived connect, just return it because i intend to look for work",my suggestion is that if you get a job on archived connect just return it because i intend to look for work,"['my', 'suggestion', 'is', 'that', 'if', 'you', 'get', 'a', 'job', 'on', 'archived', 'connect', 'just', 'return', 'it', 'because', 'i', 'intend', 'to', 'look', 'for', 'work']","['suggestion', 'get', 'job', 'archived', 'connect', 'return', 'intend', 'look', 'work']","['suggest', 'get', 'job', 'archiv', 'connect', 'return', 'intend', 'look', 'work']",suggest get job archiv connect return intend look work
Alif Suprianto,Nice aplication 😍,5,2024-04-20 17:21:42,0,positif,en,nice aplication 😍,nice aplication,"['nice', 'aplication']","['nice', 'aplication']","['nice', 'aplic']",nice aplic
Hari Prasetyo,It's make people who has skill and quality easier to find a job. Very useful and trusted,5,2024-04-18 04:21:00,0,positif,en,it's make people who has skill and quality easier to find a job. very useful and trusted,its make people who has skill and quality easier to find a job very useful and trusted,"['its', 'make', 'people', 'who', 'has', 'skill', 'and', 'quality', 'easier', 'to', 'find', 'a', 'job', 'very', 'useful', 'and', 'trusted']","['make', 'people', 'skill', 'quality', 'easier', 'find', 'job', 'useful', 'trusted']","['make', 'peopl', 'skill', 'qualiti', 'easier', 'find', 'job', 'use', 'trust']",make peopl skill qualiti easier find job use trust
Atep Dian,Good app,5,2024-04-14 10:55:05,0,positif,en,good app,good app,"['good', 'app']","['good', 'app']","['good', 'app']",good app
reflon siagian,Loginya ke aplikasinya lambat,1,2024-03-26 14:14:01,1,negatif,id,loginya ke aplikasinya lambat,loginya ke aplikasinya lambat,"['loginya', 'ke', 'aplikasinya', 'lambat']","['loginya', 'aplikasinya', 'lambat']","['log', 'aplikasi', 'lambat']",log aplikasi lambat
Nurmalia Gallery,Biar cepat dapat kerjaan gimana ya,4,2024-03-22 05:46:04,0,positif,id,biar cepat dapat kerjaan gimana ya,biar cepat dapat kerjaan gimana ya,"['biar', 'cepat', 'dapat', 'kerjaan', 'gimana', 'ya']","['biar', 'cepat', 'kerjaan', 'gimana', 'ya']","['biar', 'cepat', 'kerja', 'gimana', 'ya']",biar cepat kerja gimana ya
Keluarga Joy,This app is so goodddd,5,2024-03-22 03:48:08,0,positif,en,this app is so goodddd,this app is so goodddd,"['this', 'app', 'is', 'so', 'goodddd']","['app', 'goodddd']","['app', 'goodddd']",app goodddd
Eko Retmawan (Mas Garet),Great Upwork,5,2024-03-21 03:22:26,0,positif,en,great upwork,great upwork,"['great', 'upwork']","['great', 'upwork']","['great', 'upwork']",great upwork
Salsa,"Hi, can you please fix the lost connect because I doesn't use connect and L already lost it. I just remember if connect will lost if we apply proposal, not because I scroll Job post !",3,2024-03-15 05:47:57,0,netral,en,"hi, can you please fix the lost connect because i doesn't use connect and l already lost it. i just remember if connect will lost if we apply proposal, not because i scroll job post !",hi can you please fix the lost connect because i doesnt use connect and l already lost it i just remember if connect will lost if we apply proposal not because i scroll job post,"['hi', 'can', 'you', 'please', 'fix', 'the', 'lost', 'connect', 'because', 'i', 'doesnt', 'use', 'connect', 'and', 'l', 'already', 'lost', 'it', 'i', 'just', 'remember', 'if', 'connect', 'will', 'lost', 'if', 'we', 'apply', 'proposal', 'not', 'because', 'i', 'scroll', 'job', 'post']","['hi', 'please', 'fix', 'lost', 'connect', 'doesnt', 'use', 'connect', 'l', 'already', 'lost', 'remember', 'connect', 'lost', 'apply', 'proposal', 'scroll', 'job', 'post']","['hi', 'pleas', 'fix', 'lost', 'connect', 'doesnt', 'use', 'connect', 'l', 'alreadi', 'lost', 'rememb', 'connect', 'lost', 'appli', 'propos', 'scroll', 'job', 'post']",hi pleas fix lost connect doesnt use connect l alreadi lost rememb connect lost appli propos scroll job post
Aceng alhasan,"Great app!!! Recomended buat yang pengen kerja wfh, gwe dapet projek + klien langganan selama 5 tahun dari aplikasi ini... Semoga tetap maju dan semakin maju...",5,2024-03-09 20:15:48,97,positif,id,"great app!!! recomended buat yang pengen kerja wfh, gwe dapet projek + klien langganan selama 5 tahun dari aplikasi ini... semoga tetap maju dan semakin maju...",great app recomended buat yang pengen kerja wfh gwe dapet projek  klien langganan selama  tahun dari aplikasi ini semoga tetap maju dan semakin maju,"['great', 'app', 'recomended', 'buat', 'yang', 'pengen', 'kerja', 'wfh', 'gwe', 'dapet', 'projek', 'klien', 'langganan', 'selama', 'tahun', 'dari', 'aplikasi', 'ini', 'semoga', 'tetap', 'maju', 'dan', 'semakin', 'maju']","['great', 'app', 'recomended', 'pengen', 'kerja', 'wfh', 'gwe', 'dapet', 'projek', 'klien', 'langganan', 'aplikasi', 'semoga', 'maju', 'maju']","['great', 'app', 'recomended', 'ken', 'kerja', 'wfh', 'gwe', 'dapet', 'projek', 'klien', 'langgan', 'aplikasi', 'moga', 'maju', 'maju']",great app recomended ken kerja wfh gwe dapet projek klien langgan aplikasi moga maju maju
